Title,Features.Max Players,Features.Online?,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Rushed
FlatOut: Ultimate Carnage,1,TRUE,Racing / Driving,,80,0.07,16.95,X360,E,2007,21.8,40.8,41.21666667,40.4,20.98333333,26.23333333,16.83333333,17.25,21.93333333,13.18333333
Zoids Assault,1,TRUE,"Role-Playing (RPG),Strategy",,46,0.07,17.95,X360,M,2007,12.05,13.1,13.1,13.1,0,0,0,11,11,11
Alien Syndrome,4,TRUE,Action,Sega,48,0.06,12.95,Nintendo Wii,E,2007,2.783333333,2.25,2.25,2.25,0,0,0,3.05,3.066666667,3.016666667
Tetris Evolution,4,TRUE,Strategy,THQ,52,0.06,17.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0
Heroes of Mana,1,TRUE,Strategy,SquareEnix,66,0.06,24.95,Nintendo DS,T,2007,27.01666667,37,37,37,0,0,0,17.03333333,17.03333333,17.03333333
Myst,1,TRUE,Adventure,Midway,43,0.06,24.95,Nintendo DS,E,2007,7.866666667,9.666666667,13.6,7.35,8.766666667,9.433333333,8.1,7.066666667,10.28333333,5.283333333
Coded Arms: Contagion,1,TRUE,Action,Konami,56,0.06,14.95,Sony PSP,E,2007,9.85,0,0,0,0,0,0,9.85,10.45,9.25
King of Clubs,1,TRUE,Sports,,35,0.06,14.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0
F.E.A.R. Files,1,TRUE,Action,,66,0.06,17.95,X360,E,2007,11.58333333,0,0,0,13.75,16.5,11,10.5,12.11666667,9.616666667
Ontamarama,1,TRUE,Action,,71,0.05,17.95,Nintendo DS,M,2007,1,0,0,0,0,0,0,1,1,1
Retro Game Challenge,1,TRUE,"Action,Racing / Driving,Role-Playing (RPG)",Namco,77,0.05,17.95,Nintendo DS,T,2007,11.71666667,20,20,20,10.93333333,11.85,10.31666667,11.16666667,14.81666667,8.916666667
Ultimate Mortal Kombat 3,1,TRUE,Action,Midway,73,0.05,23.95,Nintendo DS,E,2007,3.85,8.383333333,10.16666667,6.583333333,8.4,13.6,5.1,1.066666667,1.6,0.616666667
"Warhammer 40,000: Squad Command",1,TRUE,Strategy,THQ,57,0.05,17.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
Juiced 2: Hot Import Nights,1,TRUE,Racing / Driving,THQ,73,0.05,16.95,Sony PSP,E,2007,16.45,0,0,0,17.41666667,18.68333333,16.18333333,15.5,16.61666667,14.61666667
Pursuit Force: Extreme Justice,1,TRUE,"Action,Racing / Driving",Sony,73,0.05,14.95,Sony PSP,E,2007,8.5,0,0,0,11,11.5,10.5,7.5,9.616666667,4.866666667
Medal of Honor: Vanguard,1,TRUE,Action,EA,56,0.05,17.95,Nintendo Wii,T,2007,3.55,0,0,0,0,0,0,3.55,4.283333333,2.883333333
World Series of Poker 2008: Battle for the Brac...,1,TRUE,Simulation,Activision,74,0.05,19.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0
Pro Evolution Soccer 2008,7,TRUE,Sports,Konami,74,0.04,17.95,PlayStation 3,E,2007,63.8,78.2,82.3,74.1,35,35,35,0,0,0
Worms: Open Warfare 2,4,TRUE,"Action,Strategy",THQ,80,0.04,17.95,Sony PSP,T,2007,9.116666667,10,10,10,0,0,0,8.25,8.25,8.25
Surf's Up,4,TRUE,Sports,Ubisoft,59,0.04,17.95,PlayStation 3,E,2007,1.283333333,0,0,0,0,0,0,1.283333333,1.616666667,0.966666667
Fantastic Four: Rise of the Silver Surfer,4,TRUE,Action,2K,39,0.04,12.95,Nintendo Wii,E,2007,7.6,0,0,0,10.33333333,11.08333333,9.583333333,5.566666667,6.033333333,5.016666667
Brothers in Arms DS,1,TRUE,Action,Ubisoft,72,0.04,17.95,Nintendo DS,E,2007,6.333333333,0,0,0,9,9,9,5,5,5
Bubble Bobble Double Shot,1,TRUE,Action,,50,0.04,17.95,Nintendo DS,E,2007,0,0,0,0,0,0,0,0,0,0
Fantastic Four: Rise of the Silver Surfer,1,TRUE,Action,2K,35,0.04,14.95,Nintendo DS,E,2007,7.6,0,0,0,10.33333333,11.08333333,9.583333333,5.566666667,6.033333333,5.016666667
Zendoku,1,TRUE,"Role-Playing (RPG),Strategy",Eidos,68,0.04,16.95,Nintendo DS,E,2007,4,4,4,4,0,0,0,0,0,0
Heatseeker,1,TRUE,Action,,49,0.04,12.95,Sony PSP,T,2007,9.75,0,0,0,0,0,0,9.75,9.75,9.75
Manhunt 2,1,TRUE,Action,Rockstar,69,0.04,7.95,Sony PSP,T,2007,10.38333333,21.18333333,22.78333333,19.58333333,12.33333333,14.08333333,10.08333333,8.9,12.86666667,6.216666667
SWAT: Target Liberty,1,TRUE,"Action,Strategy",,50,0.04,12.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0
Anubis II,1,TRUE,Action,,19,0.04,9.95,Nintendo Wii,M,2007,0,0,0,0,0,0,0,0,0,0
Barnyard,1,TRUE,"Action,Adventure",THQ,65,0.04,17.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0
Escape from Bug Island,1,TRUE,Action,Eidos,37,0.04,14.95,Nintendo Wii,T,2007,7.583333333,0,0,0,11.36666667,11.68333333,11.05,5.683333333,6.383333333,5.133333333
Octomania,1,TRUE,"Action,Strategy",,66,0.04,14.95,Nintendo Wii,M,2007,0,0,0,0,0,0,0,0,0,0
Cabela's Big Game Hunter,1,TRUE,"Simulation,Sports",Activision,51,0.04,19.95,X360,E,2007,4.5,0,0,0,4.75,5.866666667,3.633333333,4,4,4
UEFA Champions League 2006-2007,4,TRUE,Sports,EA,72,0.03,6.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0
Aliens Vs Predator: Requiem,2,TRUE,Action,,49,0.03,17.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0
NBA 08,2,TRUE,Sports,Sony,75,0.03,7.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0
Guilty Gear XX ? Core,2,TRUE,Action,,75,0.03,24.95,Nintendo Wii,E,2007,2,0,0,0,0,0,0,2,2,2
Arkanoid DS,1,TRUE,Strategy,SquareEnix,61,0.03,16.95,Nintendo DS,E,2007,0,0,0,0,0,0,0,0,0,0
Code Lyoko,1,TRUE,"Action,Adventure",,63,0.03,11.95,Nintendo DS,T,2007,7.733333333,0,0,0,10.15,10.15,10.15,6.516666667,6.75,6.283333333
Dynasty Warriors DS: Fighter's Battle,1,TRUE,"Action,Strategy",,56,0.03,14.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
Orcs & Elves,1,TRUE,"Action,Role-Playing (RPG)",EA,68,0.03,14.95,Nintendo DS,T,2007,4.883333333,6.5,6.5,6.5,0,0,0,4.6,5.033333333,4.183333333
Prism: Light the Way,1,TRUE,"Action,Strategy",Eidos,73,0.03,16.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
Dead Head Fred,1,TRUE,Action,,75,0.03,12.95,Sony PSP,E,2007,9.9,0,0,0,11.8,11.8,11.8,8,8,8
Hot Pixel,1,TRUE,Action,Atari,55,0.03,8.95,Sony PSP,T,2007,0.716666667,0,0,0,1,1,1,0.45,0.45,0.45
The Legend of Heroes III: Song of the Ocean,1,TRUE,Role-Playing (RPG),Namco,58,0.03,17.95,Sony PSP,T,2007,49.88333333,65,65,65,0,0,0,44.85,52.45,37.25
SEGA Rally Revo,1,TRUE,"Racing / Driving,Simulation",Sega,74,0.03,16.95,Sony PSP,T,2007,34,34,34,34,0,0,0,0,0,0
Bionicle Heroes,1,TRUE,Action,Eidos,52,0.03,17.95,Nintendo Wii,T,2007,15.3,17.23333333,18.88333333,15.33333333,24,32,16,8.55,9.566666667,6.916666667
Burnout Dominator,4,TRUE,"Action,Racing / Driving",EA,76,0.02,17.95,Sony PSP,T,2007,17.58333333,21.5,21.5,21.5,17.53333333,19.73333333,14.96666667,14,14,14
Samurai Warriors 2: Empires,2,TRUE,"Action,Role-Playing (RPG),Strategy",,53,0.02,19.95,X360,E,2007,12.75,18,18,18,12.5,13.25,11.75,8,8,8
Meteos: Disney Magic,1,TRUE,Strategy,Disney,74,0.02,12.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
Turn It Around,1,TRUE,"Racing / Driving,Sports",,39,0.02,9.95,Nintendo DS,E,2007,1,1,1,1,0,0,0,0,0,0
Cube,1,TRUE,Strategy,,60,0.02,17.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0
Dragoneer's Aria,1,TRUE,Role-Playing (RPG),,56,0.02,24.95,Sony PSP,E,2007,37.63333333,0,0,0,0,0,0,37.63333333,39.58333333,35.7
The Fast and the Furious,1,TRUE,Racing / Driving,Namco,58,0.02,22.95,Sony PSP,M,2007,0,0,0,0,0,0,0,0,0,0
R-Type Command,1,TRUE,Strategy,,69,0.02,14.95,Sony PSP,M,2007,31.9,0,0,0,39.45,39.45,39.45,24.36666667,24.36666667,24.36666667
Virtua Tennis 3,1,TRUE,Sports,Sega,79,0.02,16.95,Sony PSP,M,2007,18.16666667,0,0,0,18.4,26.46666667,14.43333333,17,17,17
Virtua Tennis 3,4,TRUE,Sports,Sega,80,0.01,14.95,X360,T,2007,18.16666667,0,0,0,18.4,26.46666667,14.43333333,17,17,17
Front Mission,1,TRUE,Strategy,SquareEnix,72,0.01,17.95,Nintendo DS,E,2007,20.86666667,0,0,0,0,0,0,20.86666667,24.18333333,17.4
Lost in Blue 2,1,TRUE,Role-Playing (RPG),Konami,58,0.01,17.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
Nervous Brickdown,1,TRUE,Action,,70,0.01,17.95,Nintendo DS,E,2007,8,0,0,0,0,0,0,8,8,8
Sea Monsters: A Prehistoric Adventure,1,TRUE,"Action,Educational",,43,0.01,13.95,Nintendo DS,T,2007,5,5,5,5,0,0,0,0,0,0
After Burner: Black Falcon,1,TRUE,Action,Sega,73,0.01,19.95,Sony PSP,M,2007,0,0,0,0,0,0,0,0,0,0
Capcom Puzzle World,1,TRUE,Strategy,Capcom,65,0.01,19.95,Sony PSP,M,2007,0,0,0,0,0,0,0,0,0,0
Puzzle Quest: Challenge of the Warlords,1,TRUE,"Role-Playing (RPG),Strategy",,84,0.01,17.95,Sony PSP,T,2007,41.16666667,54.56666667,62.63333333,47.63333333,40.95,59.85,27.85,37.01666667,47.5,29
Smash Court Tennis 3,1,TRUE,Sports,Namco,68,0.01,19.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0
UEFA Champions League 2006-2007,1,TRUE,Sports,EA,71,0.01,14.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0
Driver: Parallel Lines,1,TRUE,"Action,Racing / Driving",Ubisoft,59,0.01,24.95,Nintendo Wii,E,2007,11.36666667,0,0,0,12.85,14.28333333,11.28333333,10.55,12.36666667,9.283333333
Mario Kart Wii,4,TRUE,Racing / Driving,Nintendo,82,12.39,29.95,Nintendo Wii,T,2008,11.4,19.11666667,31.51666667,14.21666667,13.25,30.8,8.3,5.7,12.66666667,3.666666667
Grand Theft Auto IV,1,TRUE,"Action,Racing / Driving",Rockstar,98,5.76,24.95,X360,E,2008,38.88333333,82.95,175.7333333,53.23333333,41.86666667,71.96666667,28.46666667,28.25,46.88333333,18.05
Super Smash Bros.: Brawl,6,TRUE,Action,Nintendo,93,5.71,39.95,Nintendo Wii,T,2008,51.43333333,195.1333333,407.1333333,115.0333333,64.01666667,179.15,34.15,10.85,21.2,6.7
Call of Duty: World at War,4,TRUE,Action,Activision,84,4.58,29.95,X360,E,2008,10.28333333,31.85,161.7,16.2,13.28333333,69.81666667,8.233333333,7.8,13.95,5.366666667
Grand Theft Auto IV,1,TRUE,"Action,Racing / Driving",Rockstar,98,3.91,24.95,PlayStation 3,E,2008,38.88333333,82.95,175.7333333,53.23333333,41.86666667,71.96666667,28.46666667,28.25,46.88333333,18.05
Gears of War 2,2,TRUE,Action,Microsoft,93,3.9,24.95,X360,E,2008,12.56666667,95.4,152.85,58.35,13.71666667,35.91666667,10.41666667,10.08333333,13.01666667,8.05
Pokmon: Platinum Version,1,TRUE,"Adventure,Role-Playing (RPG)",Nintendo,83,2.86,27.95,Nintendo DS,T,2008,72.21666667,219.3,387.45,116.4833333,84.61666667,164.4,50.26666667,33.55,42.33333333,24.26666667
Metal Gear Solid 4: Guns of the Patriots,1,TRUE,Action,Konami,94,2.58,22.95,PlayStation 3,T,2008,19.86666667,28.56666667,47.38333333,23.38333333,22.4,50.75,16.78333333,18.68333333,32.21666667,10.56666667
Fable II,1,TRUE,Role-Playing (RPG),Microsoft,89,2.55,17.95,X360,E,2008,25.15,61.75,146.2833333,35.28333333,24.1,38.75,15.73333333,12.81666667,18.7,9.15
Call of Duty: World at War,4,TRUE,Action,Activision,85,2.53,29.95,PlayStation 3,T,2008,10.28333333,31.85,161.7,16.2,13.28333333,69.81666667,8.233333333,7.8,13.95,5.366666667
Guitar Hero: World Tour,4,TRUE,"Action,Simulation",Activision,86,2.47,17.95,Nintendo Wii,T,2008,15.95,31.11666667,50.51666667,16.76666667,23.75,42.5,13.93333333,8.233333333,9.55,7.166666667
LittleBigPlanet,4,TRUE,Action,Sony,95,2.46,24.95,PlayStation 3,T,2008,13.7,42.35,60.08333333,30.08333333,17.18333333,28.03333333,10.65,9.4,16.43333333,5.966666667
Fallout 3,1,TRUE,"Action,Role-Playing (RPG)",,93,2.44,17.95,X360,T,2008,60.06666667,124.7333333,416.2666667,72.26666667,61.76666667,478.9333333,35.15,24.55,86.63333333,14.13333333
LEGO Indiana Jones: The Original Adventures,2,TRUE,Action,,77,2.42,9.95,X360,M,2008,15.13333333,22,29.31666667,15,14.21666667,17.8,10.91666667,9.7,13.61666667,8.083333333
Left 4 Dead,2,TRUE,Action,,89,2.39,19.95,X360,M,2008,14.08333333,62.11666667,130.4166667,33.91666667,21.06666667,96.76666667,10.73333333,6.883333333,12.51666667,4.566666667
Madden NFL 09,4,TRUE,Sports,EA,83,2.33,14.95,X360,T,2008,15.88333333,17.83333333,24.21666667,11.46666667,0,0,0,10,10,10
Guitar Hero: On Tour,1,TRUE,"Action,Simulation",Activision,71,2.22,14.95,Nintendo DS,M,2008,24,24,24,24,0,0,0,0,0,0
Kung Fu Panda,4,TRUE,Action,Activision,75,2.04,9.95,X360,E,2008,6.7,12.85,15.53333333,9.7,7.166666667,8.033333333,6.283333333,4.683333333,5.416666667,3.916666667
Rock Band 2,4,TRUE,"Action,Simulation",,92,1.85,19.95,X360,E,2008,62.55,295.8666667,295.8666667,295.8666667,97.35,429.3333333,34.33333333,9.816666667,16.7,6.7
Sega Superstars Tennis,4,TRUE,Sports,Sega,67,1.84,9.95,X360,E,2008,7.883333333,0,0,0,8.583333333,8.883333333,8.283333333,7.4,7.85,6.966666667
Guitar Hero: World Tour,4,TRUE,"Action,Simulation",Activision,85,1.78,16.95,X360,T,2008,15.95,31.11666667,50.51666667,16.76666667,23.75,42.5,13.93333333,8.233333333,9.55,7.166666667
Animal Crossing: City Folk,1,TRUE,Simulation,Nintendo,73,1.78,29.95,Nintendo Wii,T,2008,191.25,617.4166667,676.1333333,558.7,173.5666667,308.3833333,103.3833333,69.83333333,107.95,47.95
Mario & Sonic at the Olympic Games,1,TRUE,"Action,Sports","Nintendo,Sega",70,1.74,24.95,Nintendo DS,T,2008,9.233333333,10,10.5,9.5,9.583333333,9.866666667,9.283333333,7,7,7
Madden NFL 09,4,TRUE,Sports,EA,85,1.66,14.95,PlayStation 3,E,2008,15.88333333,17.83333333,24.21666667,11.46666667,0,0,0,10,10,10
LEGO Batman: The Videogame,2,TRUE,Action,,76,1.64,14.95,X360,T,2008,17.33333333,29.21666667,39.55,22.88333333,16.75,28.18333333,13.18333333,9.833333333,13.81666667,7.066666667
Tom Clancy's Rainbow Six: Vegas 2,2,TRUE,Action,Ubisoft,82,1.61,16.95,X360,M,2008,9.9,12,12,12,12.95,21.4,9.4,8.75,17.43333333,6.366666667
Kirby Super Star Ultra,1,TRUE,Action,Nintendo,76,1.6,24.95,Nintendo DS,M,2008,8.766666667,13.18333333,21.46666667,9.933333333,9.333333333,11.83333333,6.2,5.116666667,8.216666667,3.833333333
Star Wars: The Force Unleashed,1,TRUE,Action,,73,1.59,16.95,X360,T,2008,6.133333333,12.06666667,17.35,8.35,8.133333333,23.78333333,5.283333333,5.333333333,7.583333333,3.583333333
God of War: Chains of Olympus,1,TRUE,Action,Sony,91,1.54,17.95,Sony PSP,T,2008,6.033333333,9.216666667,16.46666667,6.016666667,6.25,8.05,4.933333333,5.416666667,7.866666667,4.05
Fallout 3,1,TRUE,"Action,Role-Playing (RPG)",,90,1.48,17.95,PlayStation 3,M,2008,60.06666667,124.7333333,416.2666667,72.26666667,61.76666667,478.9333333,35.15,24.55,86.63333333,14.13333333
Pure,1,TRUE,"Racing / Driving,Sports",Disney,85,1.43,12.95,X360,T,2008,13.66666667,16.66666667,19.91666667,13.41666667,14.66666667,19.16666667,12.16666667,9.933333333,12.6,7.983333333
LEGO Indiana Jones: The Original Adventures,2,TRUE,Action,,78,1.42,16.95,Nintendo Wii,E,2008,15.13333333,22,29.31666667,15,14.21666667,17.8,10.91666667,9.7,13.61666667,8.083333333
Rock Band,2,TRUE,"Action,Simulation",,92,1.4,17.95,Nintendo Wii,T,2008,19.36666667,42,42,42,35.51666667,95.46666667,18.46666667,7.583333333,9.833333333,6.333333333
LEGO Batman: The Videogame,1,TRUE,"Action,Racing / Driving",,72,1.39,17.95,Nintendo DS,T,2008,17.33333333,29.21666667,39.55,22.88333333,16.75,28.18333333,13.18333333,9.833333333,13.81666667,7.066666667
Saints Row 2,1,TRUE,"Action,Racing / Driving",THQ,81,1.39,17.95,X360,E,2008,28.1,53.73333333,80.43333333,34.35,29.95,65.61666667,21.61666667,20.26666667,46.68333333,13.31666667
LEGO Batman: The Videogame,2,TRUE,Action,,74,1.32,17.95,Nintendo Wii,E,2008,17.33333333,29.21666667,39.55,22.88333333,16.75,28.18333333,13.18333333,9.833333333,13.81666667,7.066666667
Call of Duty: World at War,2,TRUE,Action,Activision,83,1.17,29.95,Nintendo Wii,M,2008,10.28333333,31.85,161.7,16.2,13.28333333,69.81666667,8.233333333,7.8,13.95,5.366666667
Midnight Club: Los Angeles,1,TRUE,Racing / Driving,Rockstar,81,1.15,22.95,X360,E,2008,30.66666667,35,35,35,35.86666667,44.11666667,23.46666667,23.1,26.68333333,19.28333333
Mortal Kombat vs. DC Universe,2,TRUE,Action,Midway,76,1.13,24.95,PlayStation 3,E,2008,4.733333333,0,0,0,7.333333333,9.166666667,5.166666667,3.45,5.233333333,2.066666667
Army of Two,2,TRUE,Action,EA,72,1.12,16.95,X360,T,2008,6.8,0,0,0,7.583333333,11.9,6.15,6.566666667,8.316666667,5.316666667
Resistance 2,2,TRUE,Action,Sony,87,1.11,24.95,PlayStation 3,E,2008,10.58333333,15.25,16.36666667,14.11666667,12.35,21.05,9.8,10.1,16.76666667,8.133333333
Rock Band 2,1,TRUE,"Action,Simulation",,91,1.11,24.95,PlayStation 3,E,2008,62.55,295.8666667,295.8666667,295.8666667,97.35,429.3333333,34.33333333,9.816666667,16.7,6.7
Midnight Club: Los Angeles,1,TRUE,Racing / Driving,Rockstar,82,1.09,22.95,PlayStation 3,M,2008,30.66666667,35,35,35,35.86666667,44.11666667,23.46666667,23.1,26.68333333,19.28333333
Sonic Unleashed,1,TRUE,Action,Sega,66,1.09,17.95,Nintendo Wii,E,2008,13.15,17.35,17.35,17.35,13.28333333,16.63333333,9.95,12.8,15.45,10.81666667
NBA 2K9 ,1,TRUE,Sports,2K,84,1.07,12.95,X360,E,2008,0,0,0,0,0,0,0,0,0,0
Guitar Hero: World Tour,4,TRUE,"Action,Simulation",Activision,84,1.04,17.95,PlayStation 3,E,2008,15.95,31.11666667,50.51666667,16.76666667,23.75,42.5,13.93333333,8.233333333,9.55,7.166666667
Guitar Hero: Aerosmith,1,TRUE,"Action,Simulation",Activision,73,1.03,14.95,Nintendo Wii,E,2008,11.3,68.01666667,68.01666667,68.01666667,27.63333333,53.2,13.7,4.716666667,6.416666667,3.916666667
Star Wars: The Force Unleashed,2,TRUE,Action,,71,1.01,14.95,Nintendo Wii,E,2008,6.133333333,12.06666667,17.35,8.35,8.133333333,23.78333333,5.283333333,5.333333333,7.583333333,3.583333333
Burnout Paradise,1,TRUE,"Action,Racing / Driving",EA,87,1.01,17.95,PlayStation 3,T,2008,27.15,62.9,153.2166667,39.46666667,27.5,55.61666667,16.11666667,13.78333333,19.43333333,11.05
Pokmon Ranger: Shadows of Almia,1,TRUE,"Action,Role-Playing (RPG)",Nintendo,68,0.99,24.95,Nintendo DS,T,2008,28.75,40.81666667,59.45,32.96666667,27.95,32.75,23.15,21.3,23.31666667,18.53333333
Mortal Kombat vs. DC Universe,2,TRUE,Action,Midway,72,0.98,24.95,X360,M,2008,4.733333333,0,0,0,7.333333333,9.166666667,5.166666667,3.45,5.233333333,2.066666667
Dead Space,1,TRUE,Action,EA,88,0.96,17.95,PlayStation 3,M,2008,12.73333333,20.58333333,37.13333333,14.13333333,13.25,24.41666667,9.333333333,11.41666667,18.25,8.2
Shaun White Snowboarding: Road Trip,1,TRUE,Sports,Ubisoft,78,0.95,14.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0
Star Wars: The Force Unleashed,1,TRUE,Action,,71,0.92,17.95,PlayStation 3,E,2008,6.133333333,12.06666667,17.35,8.35,8.133333333,23.78333333,5.283333333,5.333333333,7.583333333,3.583333333
Guitar Hero: Aerosmith,2,TRUE,"Action,Simulation",Activision,70,0.91,9.95,X360,E,2008,11.3,68.01666667,68.01666667,68.01666667,27.63333333,53.2,13.7,4.716666667,6.416666667,3.916666667
SOCOM: U.S. Navy SEALs - Confrontation,1,TRUE,Action,Sony,63,0.91,16.95,PlayStation 3,E,2008,10,0,0,0,0,0,0,10,10,10
SoulCalibur IV,2,TRUE,Action,Namco,85,0.87,19.95,X360,E,2008,10.08333333,55.5,93.61666667,28.61666667,9.933333333,14.98333333,6.983333333,3.183333333,7.35,1.45
Battlefield: Bad Company,1,TRUE,Action,EA,83,0.83,16.95,X360,E,2008,8.266666667,17.76666667,31.03333333,10.43333333,11.06666667,36.38333333,7.466666667,6.85,12.38333333,4.65
Saints Row 2,1,TRUE,"Action,Racing / Driving",THQ,82,0.81,17.95,PlayStation 3,M,2008,28.1,53.73333333,80.43333333,34.35,29.95,65.61666667,21.61666667,20.26666667,46.68333333,13.31666667
Guitar Hero: On Tour - Decades,1,TRUE,"Action,Simulation",Activision,72,0.8,17.95,Nintendo DS,T,2008,10.91666667,20,20,20,0,0,0,1.833333333,1.833333333,1.833333333
Devil May Cry 4,1,TRUE,Action,Capcom,84,0.8,17.95,X360,T,2008,13.35,54.76666667,74.68333333,32.1,15.35,25.35,12.08333333,11.31666667,15.46666667,8.566666667
Mystery Case Files: MillionHeir,1,TRUE,Adventure,Nintendo,65,0.76,17.95,Nintendo DS,T,2008,8.033333333,0,0,0,7,7,7,8.283333333,9.216666667,7.216666667
Battlefield: Bad Company,1,TRUE,Action,EA,84,0.76,17.95,PlayStation 3,T,2008,8.266666667,17.76666667,31.03333333,10.43333333,11.06666667,36.38333333,7.466666667,6.85,12.38333333,4.65
Army of Two,2,TRUE,Action,EA,74,0.75,16.95,PlayStation 3,T,2008,6.8,0,0,0,7.583333333,11.9,6.15,6.566666667,8.316666667,5.316666667
Rayman Raving Rabbids TV Party,4,TRUE,"Action,Racing / Driving,Sports,Strategy",Ubisoft,73,0.74,17.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0
The House of the Dead 2 & 3 Return,2,TRUE,Action,Sega,66,0.74,17.95,Nintendo Wii,M,2008,6.7,15.5,16.25,14.75,0,0,0,3.183333333,4.783333333,1.783333333
Far Cry 2,1,TRUE,Action,Ubisoft,85,0.73,19.95,X360,T,2008,26,40.4,64.76666667,27.16666667,29.15,79.78333333,18.78333333,17.31666667,28.56666667,11.56666667
Boom Blox,4,TRUE,"Action,Strategy",EA,85,0.72,24.95,Nintendo Wii,T,2008,6.4,0,0,0,7.5,7.75,7.25,5.666666667,7.416666667,3.916666667
Spore Creatures,1,TRUE,"Adventure,Simulation",EA,65,0.7,14.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0
Madden NFL 09,4,TRUE,Sports,EA,68,0.68,14.95,Sony PSP,T,2008,15.88333333,17.83333333,24.21666667,11.46666667,0,0,0,10,10,10
NCAA Football 09,4,TRUE,Sports,EA,83,0.68,14.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
MLB 08: The Show,2,TRUE,Sports,Sony,85,0.67,12.95,PlayStation 3,E,2008,10,0,0,0,0,0,0,10,10,10
Tom Clancy's Rainbow Six: Vegas 2,2,TRUE,Action,Ubisoft,81,0.67,24.95,PlayStation 3,E,2008,9.9,12,12,12,12.95,21.4,9.4,8.75,17.43333333,6.366666667
Mercenaries 2: World in Flames,1,TRUE,Action,EA,72,0.66,14.95,X360,E,2008,22.86666667,37,43.25,30.75,24.66666667,26.33333333,22.28333333,16.95,19,12.73333333
Need for Speed: Undercover,1,TRUE,Racing / Driving,EA,64,0.66,17.95,X360,E,2008,12.18333333,16.11666667,18.15,14.3,13.78333333,16.68333333,11.68333333,10.58333333,11.68333333,8.883333333
Guitar Hero: Aerosmith,2,TRUE,"Action,Simulation",Activision,70,0.65,14.95,PlayStation 3,M,2008,11.3,68.01666667,68.01666667,68.01666667,27.63333333,53.2,13.7,4.716666667,6.416666667,3.916666667
SoulCalibur IV,2,TRUE,Action,"Namco,Ubisoft",85,0.65,22.95,PlayStation 3,E,2008,10.08333333,55.5,93.61666667,28.61666667,9.933333333,14.98333333,6.983333333,3.183333333,7.35,1.45
Valkyria Chronicles,1,TRUE,"Action,Role-Playing (RPG),Strategy",Sega,86,0.65,24.95,PlayStation 3,T,2008,37.08333333,57.31666667,71.1,46.3,38.85,55.2,26.85,31.7,45.7,22.7
Harvest Moon: Tree of Tranquility,1,TRUE,"Role-Playing (RPG),Simulation",,65,0.62,34.95,Nintendo Wii,M,2008,53.38333333,0,0,0,78,94,62,41.08333333,62.75,25.16666667
Star Wars: The Clone Wars - Jedi Alliance,1,TRUE,"Action,Adventure",,68,0.6,17.95,Nintendo DS,T,2008,5.133333333,0,0,0,0,0,0,5.133333333,5.283333333,5
Need for Speed: Undercover,1,TRUE,Racing / Driving,EA,59,0.59,17.95,PlayStation 3,E,2008,12.18333333,16.11666667,18.15,14.3,13.78333333,16.68333333,11.68333333,10.58333333,11.68333333,8.883333333
Wario Land: Shake It!,1,TRUE,Action,Nintendo,78,0.59,19.95,Nintendo Wii,T,2008,9.633333333,23.73333333,31.53333333,15.93333333,12.86666667,14.43333333,10.43333333,6.2,7.633333333,5.166666667
NBA 2K9,7,TRUE,Sports,2K,82,0.58,14.95,PlayStation 3,E,2008,0,0,0,0,0,0,0,0,0,0
Major League Baseball 2K9,1,TRUE,Sports,2K,64,0.58,14.95,X360,E,2008,0,0,0,0,0,0,0,0,0,0
NCAA Football 09,4,TRUE,Sports,EA,81,0.56,14.95,PlayStation 3,E,2008,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda,1,TRUE,Action,Activision,71,0.56,17.95,Nintendo DS,E,2008,6.7,12.85,15.53333333,9.7,7.166666667,8.033333333,6.283333333,4.683333333,5.416666667,3.916666667
